Meta,ID,Match,Owner,Deck,Played,Wins,Elo,Active,Win Rate,WRA,STR,Weight,Bayes STR,Norm Bayes STR
BMT,ffe60a2f51e6a106b5834e22d3db22794409356a38dbf5fe6db19fb80d651136,266,Tank,Zimone & Pumba,14,6,1065.01708,1,0.428571428571429,0.326693227091633,0.140011383039271,0.658527827648115,0.119632405246301,1.60088974699645
SevensOnly,064d96b99ca029e213e4849b258dc550114b40bfc72f0ee6459090aa1b70f389,262,Deniedpluto,That's All (Mef)Folks!,1,0,978.8499774,1,0,0.25,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,0b1e1ddade49f915b184e7f7fdf9d9d3b3fd6eba74270da45156f50e9d56837a,259,Deniedpluto,In My Head,1,0,978.8499774,1,0,0.2,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,1adf63c37e53c632d3cd7d4c87a5bfb3a847223a96a35d077ebbd766139d92fa,287,Macrosage,Tuvasa es Mivasa,2,0,959.8789964,1,0,0.4,0,0.215993404781533,0.0629805211186509,-0.84893629235141
SevensOnly,1b3698f4757848ad1c06719f56965e3401b5127084cb8bf71820587736eed715,285,Wedgetable,Horrorble Deck,1,0,980,1,0,0.5,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,29c18d6195a7e7736ea0772056029deef4e3e1708380cd0f9c924e9494e1beae,260,RedFerret,Deadly Overgrowth - Peter,1,0,980,1,0,0.5,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,2ba5890a84545caf9dee63d2a531636c5601715be387da99e4b971f349e6cf87,261,Deniedpluto,Pending Investigation,1,0,980,1,0,0.666666666666667,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,2cfa12a85dd21ed1ee589f21a0b0cc8c4c7b774022d230f3c6dcb940d5d2dcff,261,Wedgetable,Manifest Dezimonesty,1,1,1040,1,1,0.333333333333333,0.333333333333333,0.121072088724584,0.110963067267643,1.22599718603296
SevensOnly,2d71820b4ad511baafbd09ee0f0c63033962300e02d437bbf00fa87da2bbe5b5,287,Wedgetable,Chiss of Death,1,1,1038.784009,1,1,0,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,32e8127e46584ee8887776b6aab888f1e68499528178b9d5476bf07a43b695a4,285,Macrosage,Shoraki,1,0,980,1,0,0.5,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,3dcb98fb2ac2353420fda7fcfb9178e9bfbbfd2637e6f399d3f84ae91769d30b,259,RedFerret,Squirrels Just Wanna Have Fun - Peter,2,1,1022.300045,1,0.5,0.285714285714286,0.142857142857143,0.215993404781533,0.0938367218017271,0.485393978790436
SevensOnly,43da563125bc79b4da61c64ebe37d2ccd667a34db8f04b0be06c00f72e3e2ae5,286,Wedgetable,Ruxa's Stompy Students,3,0,959.8348373,1,0,0.375,0,0.292410714285714,0.0568417947298538,-1.11439633816067
SevensOnly,49488a8f974d612bc99963ae99e64e52d27bc6d6827d5809d8d75adef909a27a,287,Deniedpluto,That's a Paladin,1,0,980.1869725,1,0,0.333333333333333,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,585c10c90fceb2df23598057f160f9fe7fe983135d96cf6ec82d3a435536cff5,263,Macrosage,"Kenrith, Lord of Legends",1,1,1040,1,1,0,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,67cbe09e1a1e43e0b9ce0d7d6cc9d802517d658add5764756c53bf51f4507edd,286,Macrosage,"Ob Nixilis, Captive Kingpin",2,1,1021.150023,1,0.5,0.166666666666667,0.0833333333333333,0.215993404781533,0.080979971517112,-0.0705769675186667
SevensOnly,6f010dc6bdd0c87464cd23f7edbaf9b5f0afb799662d0a0228076e5630aa2bf7,286,Deniedpluto,Life Shrine's a Way,1,0,979.0151401,1,0,0.2,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,750e0bc4f0536141dbd98a01132fe92979777565e6bff5688f9df46f63d45484,260,Deniedpluto,"Go Woke, Convoke!",1,1,1040,1,1,0,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,7d76a26578e5bd0e71e7e4e973a8baae150530ee9b49b37ef953e9b1c2a5a56f,285,Deniedpluto,It's Toolbox Time,1,1,1040,1,1,0,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,808683b4c4920c338878d759516d04ad0fe5260e93a15548ac5ccc2164cb3482,262,Wedgetable,Rainbow Aggrogorn,2,1,1022.300045,1,0.5,0.333333333333333,0.166666666666667,0.215993404781533,0.0989794219155731,0.707782357314077
SevensOnly,a86fbb0e0618380063cbcc1ca558d3d266294164e8cf7627ef5abf955eb74a6d,258,Deniedpluto,"Galazeth, the Burninator",1,1,1040,1,1,0.5,0.5,0.121072088724584,0.131141748721741,2.09859410010146
SevensOnly,b940e017fa741c0b079142bf4ee3d15a9d9aa9cb12048fd89a070ec9c8ac5a9d,0,RedFerret,"Brago, King of Value Town",0,0,1000,1,,,,,,
SevensOnly,d8c40f2ec113fc523df0a8ba4d9fe94f916bfadc53bf25fda64dc81edfadde57,260,Wedgetable,Long Live Prosper,1,0,980,1,0,0.5,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,e86b062ba54ae14e92531dd48a70038d661a18311a1dc8fc3d9026d29e84be12,263,Deniedpluto,The Indefatigable,1,0,980,1,0,0.25,0,0.121072088724584,0.0706057043594488,-0.519196642104045
SevensOnly,fd6a77a4e20e6b742e99496fd35aa5b4f24350cb358766943a9dc0299c955709,0,RedFerret,Mayael's Slumber Party,0,0,1000,1,,,,,,
